patient,histology,config,source,target
5,normal,floor100,Alveolar macrophages,Alveolar fibroblasts
5,normal,expression005,AT2,Alveolar fibroblasts
5,normal,expression005,Alveolar fibroblasts,AT2
5,normal,expression005,Alveolar fibroblasts,Alveolar macrophages
5,normal,expression005,Alveolar macrophages,AT2
5,normal,expression005,Alveolar macrophages,Alveolar fibroblasts
5,normal,expression020,AT2,Alveolar fibroblasts
5,normal,expression020,Alveolar fibroblasts,AT2
5,normal,expression020,Alveolar fibroblasts,Alveolar macrophages
5,normal,expression020,Alveolar macrophages,AT2
5,normal,expression020,Alveolar macrophages,Alveolar fibroblasts
5,normal,uncertainty030,AT2,Alveolar fibroblasts
5,normal,uncertainty030,Alveolar fibroblasts,AT2
5,normal,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
5,normal,uncertainty030,Alveolar macrophages,AT2
5,normal,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
5,normal,largest_library,AT2,Alveolar fibroblasts
5,normal,largest_library,Alveolar fibroblasts,AT2
5,normal,largest_library,Alveolar fibroblasts,Alveolar macrophages
5,normal,largest_library,Alveolar macrophages,AT2
5,normal,largest_library,Alveolar macrophages,Alveolar fibroblasts
6,AAH,all_cells_primary,AT2,Alveolar fibroblasts
6,AAH,all_cells_primary,Alveolar fibroblasts,AT2
6,AAH,all_cells_primary,Alveolar fibroblasts,Alveolar macrophages
6,AAH,all_cells_primary,Alveolar macrophages,AT2
6,AAH,all_cells_primary,Alveolar macrophages,Alveolar fibroblasts
6,AAH,cap500_seed1,AT2,Alveolar fibroblasts
6,AAH,cap500_seed1,Alveolar fibroblasts,AT2
6,AAH,cap500_seed1,Alveolar fibroblasts,Alveolar macrophages
6,AAH,cap500_seed1,Alveolar macrophages,AT2
6,AAH,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
6,AAH,cap500_seed2,AT2,Alveolar fibroblasts
6,AAH,cap500_seed2,Alveolar fibroblasts,AT2
6,AAH,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
6,AAH,cap500_seed2,Alveolar macrophages,AT2
6,AAH,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
6,AAH,floor30,AT2,Adventitial fibroblasts
6,AAH,floor30,AT2,Alveolar fibroblasts
6,AAH,floor30,Adventitial fibroblasts,AT2
6,AAH,floor30,Adventitial fibroblasts,Alveolar macrophages
6,AAH,floor30,Alveolar fibroblasts,AT2
6,AAH,floor30,Alveolar fibroblasts,Alveolar macrophages
6,AAH,floor30,Alveolar macrophages,AT2
6,AAH,floor30,Alveolar macrophages,Adventitial fibroblasts
6,AAH,floor30,Alveolar macrophages,Alveolar fibroblasts
6,AAH,floor100,AT2,Alveolar fibroblasts
6,AAH,floor100,Alveolar fibroblasts,AT2
6,AAH,expression005,AT2,Alveolar fibroblasts
6,AAH,expression005,Alveolar fibroblasts,AT2
6,AAH,expression005,Alveolar fibroblasts,Alveolar macrophages
6,AAH,expression005,Alveolar macrophages,AT2
6,AAH,expression005,Alveolar macrophages,Alveolar fibroblasts
6,AAH,expression020,AT2,Alveolar fibroblasts
6,AAH,expression020,Alveolar fibroblasts,AT2
6,AAH,expression020,Alveolar fibroblasts,Alveolar macrophages
6,AAH,expression020,Alveolar macrophages,AT2
6,AAH,expression020,Alveolar macrophages,Alveolar fibroblasts
6,AAH,uncertainty030,AT2,Alveolar fibroblasts
6,AAH,uncertainty030,Alveolar fibroblasts,AT2
6,AAH,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
6,AAH,uncertainty030,Alveolar macrophages,AT2
6,AAH,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
6,AAH,largest_library,AT2,Alveolar fibroblasts
6,AAH,largest_library,Alveolar fibroblasts,AT2
6,AAH,largest_library,Alveolar fibroblasts,Alveolar macrophages
6,AAH,largest_library,Alveolar macrophages,AT2
6,AAH,largest_library,Alveolar macrophages,Alveolar fibroblasts
6,LUAD,all_cells_primary,AT2,Alveolar fibroblasts
6,LUAD,all_cells_primary,Alveolar fibroblasts,AT2
6,LUAD,all_cells_primary,Alveolar fibroblasts,Alveolar macrophages
6,LUAD,all_cells_primary,Alveolar macrophages,AT2
6,LUAD,all_cells_primary,Alveolar macrophages,Alveolar fibroblasts
6,LUAD,cap500_seed1,AT2,Alveolar fibroblasts
6,LUAD,cap500_seed1,Alveolar fibroblasts,AT2
6,LUAD,cap500_seed1,Alveolar fibroblasts,Alveolar macrophages
6,LUAD,cap500_seed1,Alveolar macrophages,AT2
6,LUAD,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
6,LUAD,cap500_seed2,AT2,Alveolar fibroblasts
6,LUAD,cap500_seed2,Alveolar fibroblasts,AT2
6,LUAD,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
6,LUAD,cap500_seed2,Alveolar macrophages,AT2
6,LUAD,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
6,LUAD,floor30,AT2,Alveolar fibroblasts
6,LUAD,floor30,AT2,Peribronchial fibroblasts
6,LUAD,floor30,Alveolar fibroblasts,AT2
6,LUAD,floor30,Alveolar fibroblasts,Alveolar macrophages
6,LUAD,floor30,Alveolar fibroblasts,Interstitial Mph perivascular
6,LUAD,floor30,Alveolar macrophages,AT2
6,LUAD,floor30,Alveolar macrophages,Alveolar fibroblasts
6,LUAD,floor30,Alveolar macrophages,Peribronchial fibroblasts
6,LUAD,floor30,Interstitial Mph perivascular,AT2
6,LUAD,floor30,Interstitial Mph perivascular,Alveolar fibroblasts
6,LUAD,floor30,Interstitial Mph perivascular,Peribronchial fibroblasts
6,LUAD,floor30,Peribronchial fibroblasts,AT2
6,LUAD,floor30,Peribronchial fibroblasts,Alveolar macrophages
6,LUAD,floor30,Peribronchial fibroblasts,Interstitial Mph perivascular
6,LUAD,floor100,AT2,Alveolar fibroblasts
6,LUAD,floor100,Alveolar fibroblasts,AT2
6,LUAD,floor100,Alveolar fibroblasts,Alveolar macrophages
6,LUAD,floor100,Alveolar macrophages,AT2
6,LUAD,floor100,Alveolar macrophages,Alveolar fibroblasts
6,LUAD,expression005,AT2,Alveolar fibroblasts
6,LUAD,expression005,Alveolar fibroblasts,AT2
6,LUAD,expression005,Alveolar fibroblasts,Alveolar macrophages
6,LUAD,expression005,Alveolar macrophages,AT2
6,LUAD,expression005,Alveolar macrophages,Alveolar fibroblasts
6,LUAD,expression020,AT2,Alveolar fibroblasts
6,LUAD,expression020,Alveolar fibroblasts,AT2
6,LUAD,expression020,Alveolar fibroblasts,Alveolar macrophages
6,LUAD,expression020,Alveolar macrophages,AT2
6,LUAD,expression020,Alveolar macrophages,Alveolar fibroblasts
6,LUAD,uncertainty030,AT2,Alveolar fibroblasts
6,LUAD,uncertainty030,AT2,Peribronchial fibroblasts
6,LUAD,uncertainty030,Alveolar fibroblasts,AT2
6,LUAD,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
6,LUAD,uncertainty030,Alveolar fibroblasts,Interstitial Mph perivascular
6,LUAD,uncertainty030,Alveolar macrophages,AT2
6,LUAD,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
6,LUAD,uncertainty030,Alveolar macrophages,Peribronchial fibroblasts
6,LUAD,uncertainty030,Interstitial Mph perivascular,AT2
6,LUAD,uncertainty030,Interstitial Mph perivascular,Alveolar fibroblasts
6,LUAD,uncertainty030,Interstitial Mph perivascular,Peribronchial fibroblasts
6,LUAD,uncertainty030,Peribronchial fibroblasts,AT2
6,LUAD,uncertainty030,Peribronchial fibroblasts,Alveolar macrophages
6,LUAD,uncertainty030,Peribronchial fibroblasts,Interstitial Mph perivascular
6,LUAD,largest_library,AT2,Alveolar fibroblasts
6,LUAD,largest_library,Alveolar fibroblasts,AT2
6,LUAD,largest_library,Alveolar fibroblasts,Alveolar macrophages
6,LUAD,largest_library,Alveolar macrophages,AT2
6,LUAD,largest_library,Alveolar macrophages,Alveolar fibroblasts
6,normal,all_cells_primary,AT2,Alveolar fibroblasts
6,normal,all_cells_primary,Alveolar fibroblasts,AT2
6,normal,all_cells_primary,Alveolar fibroblasts,Alveolar macrophages
6,normal,all_cells_primary,Alveolar macrophages,AT2
6,normal,all_cells_primary,Alveolar macrophages,Alveolar fibroblasts
6,normal,cap500_seed1,AT2,Alveolar fibroblasts
6,normal,cap500_seed1,Alveolar fibroblasts,AT2
6,normal,cap500_seed1,Alveolar fibroblasts,Alveolar macrophages
6,normal,cap500_seed1,Alveolar macrophages,AT2
6,normal,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
6,normal,cap500_seed2,AT2,Alveolar fibroblasts
6,normal,cap500_seed2,Alveolar fibroblasts,AT2
6,normal,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
6,normal,cap500_seed2,Alveolar macrophages,AT2
6,normal,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
6,normal,floor30,AT2,Alveolar fibroblasts
6,normal,floor30,Alveolar fibroblasts,AT2
6,normal,floor30,Alveolar fibroblasts,Alveolar macrophages
6,normal,floor30,Alveolar macrophages,AT2
6,normal,floor30,Alveolar macrophages,Alveolar fibroblasts
6,normal,floor100,AT2,Alveolar fibroblasts
6,normal,floor100,Alveolar fibroblasts,AT2
6,normal,expression005,AT2,Alveolar fibroblasts
6,normal,expression005,Alveolar fibroblasts,AT2
6,normal,expression005,Alveolar fibroblasts,Alveolar macrophages
6,normal,expression005,Alveolar macrophages,AT2
6,normal,expression005,Alveolar macrophages,Alveolar fibroblasts
6,normal,expression020,AT2,Alveolar fibroblasts
6,normal,expression020,Alveolar fibroblasts,AT2
6,normal,expression020,Alveolar fibroblasts,Alveolar macrophages
6,normal,expression020,Alveolar macrophages,AT2
6,normal,expression020,Alveolar macrophages,Alveolar fibroblasts
6,normal,uncertainty030,AT2,Alveolar fibroblasts
6,normal,uncertainty030,Alveolar fibroblasts,AT2
6,normal,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
6,normal,uncertainty030,Alveolar macrophages,AT2
6,normal,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
6,normal,largest_library,AT2,Alveolar fibroblasts
6,normal,largest_library,Alveolar fibroblasts,AT2
6,normal,largest_library,Alveolar fibroblasts,Alveolar macrophages
6,normal,largest_library,Alveolar macrophages,AT2
6,normal,largest_library,Alveolar macrophages,Alveolar fibroblasts
7,LUAD,all_cells_primary,AT2,Adventitial fibroblasts
7,LUAD,all_cells_primary,AT2,Alveolar fibroblasts
7,LUAD,all_cells_primary,Adventitial fibroblasts,AT2
7,LUAD,all_cells_primary,Adventitial fibroblasts,Alveolar macrophages
7,LUAD,all_cells_primary,Adventitial fibroblasts,Interstitial Mph perivascular
7,LUAD,all_cells_primary,Alveolar fibroblasts,AT2
7,LUAD,all_cells_primary,Alveolar fibroblasts,Alveolar macrophages
7,LUAD,all_cells_primary,Alveolar fibroblasts,Interstitial Mph perivascular
7,LUAD,all_cells_primary,Alveolar macrophages,AT2
7,LUAD,all_cells_primary,Alveolar macrophages,Adventitial fibroblasts
7,LUAD,all_cells_primary,Alveolar macrophages,Alveolar fibroblasts
7,LUAD,all_cells_primary,Interstitial Mph perivascular,AT2
7,LUAD,all_cells_primary,Interstitial Mph perivascular,Adventitial fibroblasts
7,LUAD,all_cells_primary,Interstitial Mph perivascular,Alveolar fibroblasts
7,LUAD,cap500_seed1,AT2,Adventitial fibroblasts
7,LUAD,cap500_seed1,AT2,Alveolar fibroblasts
7,LUAD,cap500_seed1,Adventitial fibroblasts,AT2
7,LUAD,cap500_seed1,Adventitial fibroblasts,Alveolar macrophages
7,LUAD,cap500_seed1,Adventitial fibroblasts,Interstitial Mph perivascular
7,LUAD,cap500_seed1,Alveolar fibroblasts,AT2
7,LUAD,cap500_seed1,Alveolar fibroblasts,Alveolar macrophages
7,LUAD,cap500_seed1,Alveolar fibroblasts,Interstitial Mph perivascular
7,LUAD,cap500_seed1,Alveolar macrophages,AT2
7,LUAD,cap500_seed1,Alveolar macrophages,Adventitial fibroblasts
7,LUAD,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
7,LUAD,cap500_seed1,Interstitial Mph perivascular,AT2
7,LUAD,cap500_seed1,Interstitial Mph perivascular,Adventitial fibroblasts
7,LUAD,cap500_seed1,Interstitial Mph perivascular,Alveolar fibroblasts
7,LUAD,cap500_seed2,AT2,Adventitial fibroblasts
7,LUAD,cap500_seed2,AT2,Alveolar fibroblasts
7,LUAD,cap500_seed2,Adventitial fibroblasts,AT2
7,LUAD,cap500_seed2,Adventitial fibroblasts,Alveolar macrophages
7,LUAD,cap500_seed2,Adventitial fibroblasts,Interstitial Mph perivascular
7,LUAD,cap500_seed2,Alveolar fibroblasts,AT2
7,LUAD,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
7,LUAD,cap500_seed2,Alveolar fibroblasts,Interstitial Mph perivascular
7,LUAD,cap500_seed2,Alveolar macrophages,AT2
7,LUAD,cap500_seed2,Alveolar macrophages,Adventitial fibroblasts
7,LUAD,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
7,LUAD,cap500_seed2,Interstitial Mph perivascular,AT2
7,LUAD,cap500_seed2,Interstitial Mph perivascular,Adventitial fibroblasts
7,LUAD,cap500_seed2,Interstitial Mph perivascular,Alveolar fibroblasts
7,LUAD,floor30,AT2,Adventitial fibroblasts
7,LUAD,floor30,AT2,Alveolar fibroblasts
7,LUAD,floor30,Adventitial fibroblasts,AT2
7,LUAD,floor30,Adventitial fibroblasts,Alveolar macrophages
7,LUAD,floor30,Adventitial fibroblasts,Interstitial Mph perivascular
7,LUAD,floor30,Adventitial fibroblasts,Monocyte-derived Mph
7,LUAD,floor30,Alveolar fibroblasts,AT2
7,LUAD,floor30,Alveolar fibroblasts,Alveolar macrophages
7,LUAD,floor30,Alveolar fibroblasts,Interstitial Mph perivascular
7,LUAD,floor30,Alveolar fibroblasts,Monocyte-derived Mph
7,LUAD,floor30,Alveolar macrophages,AT2
7,LUAD,floor30,Alveolar macrophages,Adventitial fibroblasts
7,LUAD,floor30,Alveolar macrophages,Alveolar fibroblasts
7,LUAD,floor30,Interstitial Mph perivascular,AT2
7,LUAD,floor30,Interstitial Mph perivascular,Adventitial fibroblasts
7,LUAD,floor30,Interstitial Mph perivascular,Alveolar fibroblasts
7,LUAD,floor30,Monocyte-derived Mph,AT2
7,LUAD,floor30,Monocyte-derived Mph,Adventitial fibroblasts
7,LUAD,floor30,Monocyte-derived Mph,Alveolar fibroblasts
7,LUAD,floor100,AT2,Adventitial fibroblasts
7,LUAD,floor100,AT2,Alveolar fibroblasts
7,LUAD,floor100,Adventitial fibroblasts,AT2
7,LUAD,floor100,Adventitial fibroblasts,Alveolar macrophages
7,LUAD,floor100,Alveolar fibroblasts,AT2
7,LUAD,floor100,Alveolar fibroblasts,Alveolar macrophages
7,LUAD,floor100,Alveolar macrophages,AT2
7,LUAD,floor100,Alveolar macrophages,Adventitial fibroblasts
7,LUAD,floor100,Alveolar macrophages,Alveolar fibroblasts
7,LUAD,expression005,AT2,Adventitial fibroblasts
7,LUAD,expression005,AT2,Alveolar fibroblasts
7,LUAD,expression005,Adventitial fibroblasts,AT2
7,LUAD,expression005,Adventitial fibroblasts,Alveolar macrophages
7,LUAD,expression005,Adventitial fibroblasts,Interstitial Mph perivascular
7,LUAD,expression005,Alveolar fibroblasts,AT2
7,LUAD,expression005,Alveolar fibroblasts,Alveolar macrophages
7,LUAD,expression005,Alveolar fibroblasts,Interstitial Mph perivascular
7,LUAD,expression005,Alveolar macrophages,AT2
7,LUAD,expression005,Alveolar macrophages,Adventitial fibroblasts
7,LUAD,expression005,Alveolar macrophages,Alveolar fibroblasts
7,LUAD,expression005,Interstitial Mph perivascular,AT2
7,LUAD,expression005,Interstitial Mph perivascular,Adventitial fibroblasts
7,LUAD,expression005,Interstitial Mph perivascular,Alveolar fibroblasts
7,LUAD,expression020,AT2,Adventitial fibroblasts
7,LUAD,expression020,AT2,Alveolar fibroblasts
7,LUAD,expression020,Adventitial fibroblasts,AT2
7,LUAD,expression020,Adventitial fibroblasts,Alveolar macrophages
7,LUAD,expression020,Adventitial fibroblasts,Interstitial Mph perivascular
7,LUAD,expression020,Alveolar fibroblasts,AT2
7,LUAD,expression020,Alveolar fibroblasts,Alveolar macrophages
7,LUAD,expression020,Alveolar fibroblasts,Interstitial Mph perivascular
7,LUAD,expression020,Alveolar macrophages,AT2
7,LUAD,expression020,Alveolar macrophages,Adventitial fibroblasts
7,LUAD,expression020,Alveolar macrophages,Alveolar fibroblasts
7,LUAD,expression020,Interstitial Mph perivascular,AT2
7,LUAD,expression020,Interstitial Mph perivascular,Adventitial fibroblasts
7,LUAD,expression020,Interstitial Mph perivascular,Alveolar fibroblasts
7,LUAD,uncertainty030,AT2,Adventitial fibroblasts
7,LUAD,uncertainty030,AT2,Alveolar fibroblasts
7,LUAD,uncertainty030,Adventitial fibroblasts,AT2
7,LUAD,uncertainty030,Adventitial fibroblasts,Alveolar macrophages
7,LUAD,uncertainty030,Adventitial fibroblasts,Interstitial Mph perivascular
7,LUAD,uncertainty030,Adventitial fibroblasts,Monocyte-derived Mph
7,LUAD,uncertainty030,Alveolar fibroblasts,AT2
7,LUAD,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
7,LUAD,uncertainty030,Alveolar fibroblasts,Interstitial Mph perivascular
7,LUAD,uncertainty030,Alveolar fibroblasts,Monocyte-derived Mph
7,LUAD,uncertainty030,Alveolar macrophages,AT2
7,LUAD,uncertainty030,Alveolar macrophages,Adventitial fibroblasts
7,LUAD,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
7,LUAD,uncertainty030,Interstitial Mph perivascular,AT2
7,LUAD,uncertainty030,Interstitial Mph perivascular,Adventitial fibroblasts
7,LUAD,uncertainty030,Interstitial Mph perivascular,Alveolar fibroblasts
7,LUAD,uncertainty030,Monocyte-derived Mph,AT2
7,LUAD,uncertainty030,Monocyte-derived Mph,Adventitial fibroblasts
7,LUAD,uncertainty030,Monocyte-derived Mph,Alveolar fibroblasts
7,LUAD,largest_library,AT2,Alveolar fibroblasts
7,LUAD,largest_library,Alveolar fibroblasts,AT2
7,LUAD,largest_library,Alveolar fibroblasts,Alveolar macrophages
7,LUAD,largest_library,Alveolar macrophages,AT2
7,LUAD,largest_library,Alveolar macrophages,Alveolar fibroblasts
7,normal,all_cells_primary,AT2,Alveolar fibroblasts
7,normal,all_cells_primary,Alveolar fibroblasts,AT2
7,normal,all_cells_primary,Alveolar fibroblasts,Alveolar macrophages
7,normal,all_cells_primary,Alveolar macrophages,AT2
7,normal,all_cells_primary,Alveolar macrophages,Alveolar fibroblasts
7,normal,cap500_seed1,AT2,Alveolar fibroblasts
7,normal,cap500_seed1,Alveolar fibroblasts,AT2
7,normal,cap500_seed1,Alveolar fibroblasts,Alveolar macrophages
7,normal,cap500_seed1,Alveolar macrophages,AT2
7,normal,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
7,normal,cap500_seed2,AT2,Alveolar fibroblasts
7,normal,cap500_seed2,Alveolar fibroblasts,AT2
7,normal,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
7,normal,cap500_seed2,Alveolar macrophages,AT2
7,normal,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
7,normal,floor30,AT2,Alveolar fibroblasts
7,normal,floor30,Alveolar fibroblasts,AT2
7,normal,floor30,Alveolar fibroblasts,Alveolar macrophages
7,normal,floor30,Alveolar macrophages,AT2
7,normal,floor30,Alveolar macrophages,Alveolar fibroblasts
7,normal,floor100,AT2,Alveolar fibroblasts
7,normal,floor100,Alveolar fibroblasts,AT2
7,normal,expression005,AT2,Alveolar fibroblasts
7,normal,expression005,Alveolar fibroblasts,AT2
7,normal,expression005,Alveolar fibroblasts,Alveolar macrophages
7,normal,expression005,Alveolar macrophages,AT2
7,normal,expression005,Alveolar macrophages,Alveolar fibroblasts
7,normal,expression020,AT2,Alveolar fibroblasts
7,normal,expression020,Alveolar fibroblasts,AT2
7,normal,expression020,Alveolar fibroblasts,Alveolar macrophages
7,normal,expression020,Alveolar macrophages,AT2
7,normal,expression020,Alveolar macrophages,Alveolar fibroblasts
7,normal,uncertainty030,AT2,Alveolar fibroblasts
7,normal,uncertainty030,Alveolar fibroblasts,AT2
7,normal,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
7,normal,uncertainty030,Alveolar macrophages,AT2
7,normal,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
7,normal,largest_library,AT2,Alveolar fibroblasts
7,normal,largest_library,Alveolar fibroblasts,AT2
7,normal,largest_library,Alveolar fibroblasts,Alveolar macrophages
7,normal,largest_library,Alveolar macrophages,AT2
7,normal,largest_library,Alveolar macrophages,Alveolar fibroblasts
8,LUAD,all_cells_primary,Alveolar macrophages,AT2
8,LUAD,cap500_seed1,Alveolar macrophages,AT2
8,LUAD,cap500_seed2,Alveolar macrophages,AT2
8,LUAD,floor30,AT2,Adventitial fibroblasts
8,LUAD,floor30,AT2,Alveolar fibroblasts
8,LUAD,floor30,AT2,Peribronchial fibroblasts
8,LUAD,floor30,Adventitial fibroblasts,AT2
8,LUAD,floor30,Adventitial fibroblasts,Alveolar macrophages
8,LUAD,floor30,Adventitial fibroblasts,Monocyte-derived Mph
8,LUAD,floor30,Alveolar fibroblasts,AT2
8,LUAD,floor30,Alveolar fibroblasts,Alveolar macrophages
8,LUAD,floor30,Alveolar fibroblasts,Monocyte-derived Mph
8,LUAD,floor30,Alveolar macrophages,AT2
8,LUAD,floor30,Alveolar macrophages,Adventitial fibroblasts
8,LUAD,floor30,Alveolar macrophages,Alveolar fibroblasts
8,LUAD,floor30,Alveolar macrophages,Peribronchial fibroblasts
8,LUAD,floor30,Monocyte-derived Mph,AT2
8,LUAD,floor30,Monocyte-derived Mph,Adventitial fibroblasts
8,LUAD,floor30,Monocyte-derived Mph,Alveolar fibroblasts
8,LUAD,floor30,Monocyte-derived Mph,Peribronchial fibroblasts
8,LUAD,floor30,Peribronchial fibroblasts,AT2
8,LUAD,floor30,Peribronchial fibroblasts,Alveolar macrophages
8,LUAD,floor30,Peribronchial fibroblasts,Monocyte-derived Mph
8,LUAD,expression005,Alveolar macrophages,AT2
8,LUAD,expression020,Alveolar macrophages,AT2
8,LUAD,uncertainty030,AT2,Alveolar fibroblasts
8,LUAD,uncertainty030,AT2,Peribronchial fibroblasts
8,LUAD,uncertainty030,Alveolar fibroblasts,AT2
8,LUAD,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
8,LUAD,uncertainty030,Alveolar fibroblasts,Monocyte-derived Mph
8,LUAD,uncertainty030,Alveolar macrophages,AT2
8,LUAD,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
8,LUAD,uncertainty030,Alveolar macrophages,Peribronchial fibroblasts
8,LUAD,uncertainty030,Monocyte-derived Mph,AT2
8,LUAD,uncertainty030,Monocyte-derived Mph,Alveolar fibroblasts
8,LUAD,uncertainty030,Monocyte-derived Mph,Peribronchial fibroblasts
8,LUAD,uncertainty030,Peribronchial fibroblasts,AT2
8,LUAD,uncertainty030,Peribronchial fibroblasts,Alveolar macrophages
8,LUAD,uncertainty030,Peribronchial fibroblasts,Monocyte-derived Mph
8,LUAD,largest_library,Alveolar macrophages,AT2
9,AAH,all_cells_primary,AT2,Alveolar fibroblasts
9,AAH,all_cells_primary,Alveolar fibroblasts,AT2
9,AAH,all_cells_primary,Alveolar fibroblasts,Alveolar macrophages
9,AAH,all_cells_primary,Alveolar macrophages,AT2
9,AAH,all_cells_primary,Alveolar macrophages,Alveolar fibroblasts
9,AAH,cap500_seed1,AT2,Alveolar fibroblasts
9,AAH,cap500_seed1,Alveolar fibroblasts,AT2
9,AAH,cap500_seed1,Alveolar fibroblasts,Alveolar macrophages
9,AAH,cap500_seed1,Alveolar macrophages,AT2
9,AAH,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
9,AAH,cap500_seed2,AT2,Alveolar fibroblasts
9,AAH,cap500_seed2,Alveolar fibroblasts,AT2
9,AAH,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
9,AAH,cap500_seed2,Alveolar macrophages,AT2
9,AAH,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
9,AAH,floor30,AT2,Alveolar fibroblasts
9,AAH,floor30,Alveolar fibroblasts,AT2
9,AAH,floor30,Alveolar fibroblasts,Alveolar macrophages
9,AAH,floor30,Alveolar macrophages,AT2
9,AAH,floor30,Alveolar macrophages,Alveolar fibroblasts
9,AAH,floor100,AT2,Alveolar fibroblasts
9,AAH,floor100,Alveolar fibroblasts,AT2
9,AAH,expression005,AT2,Alveolar fibroblasts
9,AAH,expression005,Alveolar fibroblasts,AT2
9,AAH,expression005,Alveolar fibroblasts,Alveolar macrophages
9,AAH,expression005,Alveolar macrophages,AT2
9,AAH,expression005,Alveolar macrophages,Alveolar fibroblasts
9,AAH,expression020,AT2,Alveolar fibroblasts
9,AAH,expression020,Alveolar fibroblasts,AT2
9,AAH,expression020,Alveolar fibroblasts,Alveolar macrophages
9,AAH,expression020,Alveolar macrophages,AT2
9,AAH,expression020,Alveolar macrophages,Alveolar fibroblasts
9,AAH,uncertainty030,AT2,Alveolar fibroblasts
9,AAH,uncertainty030,Alveolar fibroblasts,AT2
9,AAH,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
9,AAH,uncertainty030,Alveolar macrophages,AT2
9,AAH,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
9,AAH,largest_library,AT2,Alveolar fibroblasts
9,AAH,largest_library,Alveolar fibroblasts,AT2
9,AAH,largest_library,Alveolar fibroblasts,Alveolar macrophages
9,AAH,largest_library,Alveolar macrophages,AT2
9,AAH,largest_library,Alveolar macrophages,Alveolar fibroblasts
9,AIS,all_cells_primary,AT2,Alveolar fibroblasts
9,AIS,all_cells_primary,Alveolar fibroblasts,AT2
9,AIS,cap500_seed1,AT2,Alveolar fibroblasts
9,AIS,cap500_seed1,Alveolar fibroblasts,AT2
9,AIS,cap500_seed2,AT2,Alveolar fibroblasts
9,AIS,cap500_seed2,Alveolar fibroblasts,AT2
9,AIS,floor30,AT2,Alveolar fibroblasts
9,AIS,floor30,Alveolar fibroblasts,AT2
9,AIS,floor30,Alveolar fibroblasts,Alveolar macrophages
9,AIS,floor30,Alveolar macrophages,AT2
9,AIS,floor30,Alveolar macrophages,Alveolar fibroblasts
9,AIS,floor100,AT2,Alveolar fibroblasts
9,AIS,floor100,Alveolar fibroblasts,AT2
9,AIS,expression005,AT2,Alveolar fibroblasts
9,AIS,expression005,Alveolar fibroblasts,AT2
9,AIS,expression020,AT2,Alveolar fibroblasts
9,AIS,expression020,Alveolar fibroblasts,AT2
9,AIS,uncertainty030,AT2,Alveolar fibroblasts
9,AIS,uncertainty030,Alveolar fibroblasts,AT2
9,AIS,largest_library,AT2,Alveolar fibroblasts
9,AIS,largest_library,Alveolar fibroblasts,AT2
9,LUAD,all_cells_primary,AT2,Adventitial fibroblasts
9,LUAD,all_cells_primary,AT2,Alveolar fibroblasts
9,LUAD,all_cells_primary,Adventitial fibroblasts,AT2
9,LUAD,all_cells_primary,Alveolar fibroblasts,AT2
9,LUAD,cap500_seed1,AT2,Adventitial fibroblasts
9,LUAD,cap500_seed1,AT2,Alveolar fibroblasts
9,LUAD,cap500_seed1,Adventitial fibroblasts,AT2
9,LUAD,cap500_seed1,Alveolar fibroblasts,AT2
9,LUAD,cap500_seed2,AT2,Adventitial fibroblasts
9,LUAD,cap500_seed2,AT2,Alveolar fibroblasts
9,LUAD,cap500_seed2,Adventitial fibroblasts,AT2
9,LUAD,cap500_seed2,Alveolar fibroblasts,AT2
9,LUAD,floor30,AT2,Adventitial fibroblasts
9,LUAD,floor30,AT2,Alveolar fibroblasts
9,LUAD,floor30,Adventitial fibroblasts,AT2
